mode,season,route_id,route_name,dir_id,day_type_id,day_type_name,stop_name,parent_station,total_ons,total_offs,number_service_days,hour_of_service,average_ons,average_offs,average_flow,ObjectId
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Coolidge Corner,place-cool,1624,4733,62,19:00:00,26,76,194,12989
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Coolidge Corner,place-cool,1375,3468,62,20:00:00,22,56,144,12990
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Coolidge Corner,place-cool,797,2893,62,21:00:00,13,47,118,12991
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Coolidge Corner,place-cool,359,2199,62,22:00:00,6,35,85,12992
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Coolidge Corner,place-cool,221,1450,62,23:00:00,4,23,54,12993
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Copley,place-coecl,2707,2155,62,00:00:00,44,35,266,12994
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Copley,place-coecl,554,634,62,01:00:00,9,10,65,12995
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Copley,place-coecl,152,111,62,02:00:00,2,2,10,12996
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Copley,place-coecl,0,1,62,03:00:00,0,0,0,12997
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Copley,place-coecl,0,2,62,04:00:00,0,0,0,12998
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Copley,place-coecl,1433,5222,62,05:00:00,23,84,228,12999
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Copley,place-coecl,4850,14160,62,06:00:00,78,228,663,13000
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Copley,place-coecl,13593,27325,62,07:00:00,219,441,1256,13001
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Copley,place-coecl,16429,38545,62,08:00:00,265,622,1660,13002
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Copley,place-coecl,12161,31706,62,09:00:00,196,511,1447,13003
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,222,1735,62,09:00:00,4,28,115,13004
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boylston,place-boyls,12956,7632,62,14:00:00,209,123,1711,13005
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,373,973,62,10:00:00,6,16,124,13006
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,0,0,62,03:00:00,0,0,0,13007
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brookline Village,place-bvmnl,1524,2779,62,15:00:00,25,45,251,13008
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boylston,place-boyls,15383,9438,62,15:00:00,248,152,2097,13009
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,0,0,62,04:00:00,0,0,0,13010
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brookline Village,place-bvmnl,1508,3494,62,16:00:00,24,56,331,13011
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,431,743,62,11:00:00,7,12,131,13012
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boylston,place-boyls,19637,9594,62,16:00:00,317,155,2402,13013
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,3,12,62,05:00:00,0,0,1,13014
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brookline Village,place-bvmnl,1481,4551,62,17:00:00,24,73,459,13015
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,626,872,62,12:00:00,10,14,163,13016
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boylston,place-boyls,23547,10058,62,17:00:00,380,162,2845,13017
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,49,116,62,06:00:00,1,2,7,13018
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brookline Village,place-bvmnl,966,3564,62,18:00:00,16,57,323,13019
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,1083,892,62,13:00:00,17,14,213,13020
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boylston,place-boyls,19341,8367,62,18:00:00,312,135,2118,13021
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,228,516,62,07:00:00,4,8,28,13022
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brookline Village,place-bvmnl,584,2792,62,19:00:00,9,45,213,13023
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,870,962,62,14:00:00,14,16,227,13024
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boylston,place-boyls,14952,5851,62,19:00:00,241,94,1367,13025
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,230,533,62,08:00:00,4,9,28,13026
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brookline Village,place-bvmnl,361,2001,62,20:00:00,6,32,151,13027
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,1309,1135,62,15:00:00,21,18,297,13028
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boylston,place-boyls,12956,3765,62,20:00:00,209,61,955,13029
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,113,403,62,09:00:00,2,6,23,13030
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brookline Village,place-bvmnl,300,1593,62,21:00:00,5,26,133,13031
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,1104,1318,62,16:00:00,18,21,377,13032
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boylston,place-boyls,16644,3550,62,21:00:00,268,57,905,13033
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,1071,1376,62,17:00:00,17,22,566,13034
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,87,396,62,10:00:00,1,6,21,13035
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brookline Village,place-bvmnl,202,1578,62,22:00:00,3,25,166,13036
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boylston,place-boyls,11461,2948,62,22:00:00,185,48,753,13037
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brookline Village,place-bvmnl,114,1024,62,23:00:00,2,17,125,13038
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boylston,place-boyls,7665,1710,62,23:00:00,124,28,482,13039
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,24,197,62,00:00:00,0,3,36,13040
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,92,463,62,11:00:00,1,7,22,13041
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,0,176,62,00:00:00,0,3,21,13042
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,1,65,62,01:00:00,0,1,10,13043
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,1047,1155,62,18:00:00,17,19,488,13044
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,80,515,62,12:00:00,1,8,25,13045
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,0,52,62,01:00:00,0,1,6,13046
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,1,6,62,02:00:00,0,0,1,13047
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,616,841,62,19:00:00,10,14,362,13048
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,82,574,62,13:00:00,1,9,27,13049
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,0,3,62,02:00:00,0,0,1,13050
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,0,0,62,03:00:00,0,0,0,13051
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,761,686,62,20:00:00,12,11,288,13052
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,142,823,62,14:00:00,2,13,39,13053
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,0,0,62,03:00:00,0,0,0,13054
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,0,2,62,04:00:00,0,0,0,13055
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,448,613,62,21:00:00,7,10,250,13056
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,136,974,62,15:00:00,2,16,48,13057
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,0,0,62,04:00:00,0,0,0,13058
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,14,113,62,05:00:00,0,2,13,13059
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,404,418,62,22:00:00,7,7,226,13060
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,147,1258,62,16:00:00,2,20,55,13061
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,4,8,62,05:00:00,0,0,3,13062
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,128,809,62,06:00:00,2,13,63,13063
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University Central,place-bucen,207,267,62,23:00:00,3,4,139,13064
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,156,2059,62,17:00:00,3,33,91,13065
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,90,125,62,00:00:00,1,2,81,13066
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,68,46,62,06:00:00,1,1,16,13067
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,321,1694,62,07:00:00,5,27,97,13068
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,143,2170,62,18:00:00,2,35,89,13069
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,383,1934,62,08:00:00,6,31,102,13070
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,326,127,62,07:00:00,5,2,49,13071
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,69,1430,62,19:00:00,1,23,56,13072
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,232,1257,62,09:00:00,4,20,78,13073
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,24,36,62,01:00:00,0,1,22,13074
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,307,159,62,08:00:00,5,3,50,13075
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,24,968,62,20:00:00,0,16,42,13076
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,153,809,62,10:00:00,2,13,73,13077
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,3,3,62,02:00:00,0,0,2,13078
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,156,205,62,09:00:00,3,3,48,13079
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,11,775,62,21:00:00,0,12,31,13080
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,187,759,62,11:00:00,3,12,68,13081
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,0,0,62,03:00:00,0,0,0,13082
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,99,246,62,10:00:00,2,4,49,13083
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,5,513,62,22:00:00,0,8,23,13084
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,224,860,62,12:00:00,4,14,80,13085
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,0,0,62,04:00:00,0,0,0,13086
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,101,327,62,11:00:00,2,5,52,13087
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Dean Road,place-denrd,4,331,62,23:00:00,0,5,15,13088
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,206,838,62,13:00:00,3,14,80,13089
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,17,30,62,05:00:00,0,0,9,13090
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,103,342,62,12:00:00,2,6,65,13091
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,18,9,62,00:00:00,0,0,3,13092
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,475,1471,62,14:00:00,8,24,144,13093
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,171,215,62,06:00:00,3,3,60,13094
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,100,399,62,13:00:00,2,6,71,13095
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,0,0,62,01:00:00,0,0,0,13096
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,150,557,62,14:00:00,2,9,100,13097
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,0,0,62,02:00:00,0,0,0,13098
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,921,1689,62,15:00:00,15,27,174,13099
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,247,605,62,07:00:00,4,10,107,13100
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,208,795,62,15:00:00,3,13,123,13101
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,189,1087,62,08:00:00,3,18,144,13102
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,819,1967,62,16:00:00,13,32,231,13103
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,0,0,62,03:00:00,0,0,0,13104
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,202,1003,62,16:00:00,3,16,160,13105
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,290,1033,62,09:00:00,5,17,140,13106
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,956,2347,62,17:00:00,15,38,311,13107
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,0,0,62,04:00:00,0,0,0,13108
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,212,2014,62,17:00:00,3,32,257,13109
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,448,644,62,10:00:00,7,10,132,13110
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,509,2047,62,18:00:00,8,33,248,13111
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,105,33,62,05:00:00,2,1,29,13112
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,188,1916,62,18:00:00,3,31,247,13113
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,551,547,62,11:00:00,9,9,138,13114
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,154,1110,62,19:00:00,2,18,128,13115
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,207,74,62,06:00:00,3,1,98,13116
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,101,1139,62,19:00:00,2,18,158,13117
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,704,635,62,12:00:00,11,10,167,13118
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,160,869,62,20:00:00,3,14,107,13119
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,809,513,62,07:00:00,13,8,475,13120
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,44,817,62,20:00:00,1,13,114,13121
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,1268,633,62,13:00:00,20,10,207,13122
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,79,609,62,21:00:00,1,10,79,13123
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,1756,933,62,08:00:00,28,15,851,13124
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,21,676,62,21:00:00,0,11,90,13125
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,955,723,62,14:00:00,15,12,231,13126
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,117,668,62,22:00:00,2,11,122,13127
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,1111,557,62,09:00:00,18,9,500,13128
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,10,572,62,22:00:00,0,9,64,13129
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,1535,695,62,10:00:00,25,11,413,13130
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,1275,801,62,15:00:00,21,13,297,13131
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill,place-chhil,79,464,62,23:00:00,1,7,105,13132
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brandon Hall,place-bndhl,9,354,62,23:00:00,0,6,44,13133
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill Avenue,place-chill,4,406,62,00:00:00,0,7,7,13134
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,East Somerville,place-esomr,1025,485,62,11:00:00,17,8,248,13135
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,1167,839,62,16:00:00,19,14,378,13136
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brigham Circle,place-brmnl,9,466,62,00:00:00,0,8,26,13137
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill Avenue,place-chill,0,158,62,01:00:00,0,3,3,13138
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,1177,823,62,17:00:00,19,13,579,13139
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Brigham Circle,place-brmnl,1,80,62,01:00:00,0,1,6,13140
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill Avenue,place-chill,0,12,62,02:00:00,0,0,0,13141
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,943,669,62,18:00:00,15,11,476,13142
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill Avenue,place-chill,0,1,62,03:00:00,0,0,0,13143
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,563,567,62,19:00:00,9,9,363,13144
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill Avenue,place-chill,1,2,62,04:00:00,0,0,0,13145
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,778,450,62,20:00:00,13,7,284,13146
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Chestnut Hill Avenue,place-chill,41,11,62,05:00:00,1,0,1,13147
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,429,398,62,21:00:00,7,6,250,13148
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,320,354,62,22:00:00,5,6,226,13149
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston University East,place-buest,161,220,62,23:00:00,3,4,142,13150
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Beaconsfield,place-bcnfd,116,1189,62,20:00:00,2,19,128,13151
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Beaconsfield,place-bcnfd,70,866,62,21:00:00,1,14,105,13152
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Beaconsfield,place-bcnfd,95,771,62,22:00:00,2,12,145,13153
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Beaconsfield,place-bcnfd,43,512,62,23:00:00,1,8,114,13154
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,133,98,62,00:00:00,2,2,78,13155
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,43,24,62,01:00:00,1,0,20,13156
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,4,3,62,02:00:00,0,0,2,13157
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,0,0,62,03:00:00,0,0,0,13158
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,0,0,62,04:00:00,0,0,0,13159
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,30,34,62,05:00:00,0,1,13,13160
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,228,152,62,06:00:00,4,2,59,13161
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,359,668,62,07:00:00,6,11,119,13162
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,267,1017,62,08:00:00,4,16,159,13163
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,514,999,62,09:00:00,8,16,150,13164
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,508,588,62,10:00:00,8,9,137,13165
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,541,517,62,11:00:00,9,8,141,13166
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,845,551,62,12:00:00,14,9,168,13167
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,1201,563,62,13:00:00,19,9,198,13168
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,1113,670,62,14:00:00,18,11,230,13169
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,1508,822,62,15:00:00,24,13,298,13170
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,1335,815,62,16:00:00,22,13,381,13171
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,1350,843,62,17:00:00,22,14,575,13172
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,1086,675,62,18:00:00,18,11,463,13173
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,815,628,62,19:00:00,13,10,372,13174
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,804,442,62,20:00:00,13,7,276,13175
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,594,404,62,21:00:00,10,7,254,13176
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,388,310,62,22:00:00,6,5,218,13177
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Blandford Street,place-bland,209,204,62,23:00:00,3,3,144,13178
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston College,place-lake,0,184,62,00:00:00,0,3,0,13179
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston College,place-lake,0,75,62,01:00:00,0,1,0,13180
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston College,place-lake,0,5,62,02:00:00,0,0,0,13181
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston College,place-lake,0,0,62,03:00:00,0,0,0,13182
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston College,place-lake,0,1,62,04:00:00,0,0,0,13183
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston College,place-lake,0,60,62,05:00:00,0,1,0,13184
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston College,place-lake,0,690,62,06:00:00,0,11,0,13185
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston College,place-lake,0,1526,62,07:00:00,0,25,0,13186
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston College,place-lake,0,2255,62,08:00:00,0,36,0,13187
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,Boston College,place-lake,0,1783,62,09:00:00,0,29,0,13188
