mode,season,route_id,route_name,dir_id,day_type_id,day_type_name,stop_name,parent_station,total_ons,total_offs,number_service_days,hour_of_service,average_ons,average_offs,average_flow,ObjectId
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,116,15,13,00:00:00,9,1,33,4283
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,21,8,13,01:00:00,2,1,6,4284
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,27,3,13,02:00:00,2,0,5,4285
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,348,123,13,06:00:00,27,9,297,4286
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,415,177,13,07:00:00,32,14,254,4287
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,549,229,13,08:00:00,42,18,355,4288
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,951,385,13,09:00:00,73,30,501,4289
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,1501,685,13,10:00:00,115,53,615,4290
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,2140,785,13,11:00:00,165,60,703,4291
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,2511,704,13,12:00:00,193,54,688,4292
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,3007,812,13,13:00:00,231,62,779,4293
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,3691,841,13,14:00:00,284,65,847,4294
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,4210,813,13,15:00:00,324,63,783,4295
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,4389,606,13,16:00:00,338,47,746,4296
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,4022,490,13,17:00:00,309,38,635,4297
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,3825,425,13,18:00:00,294,33,596,4298
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,2256,210,13,19:00:00,174,16,353,4299
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Assembly,place-astao,1616,150,13,20:00:00,124,12,269,4300
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Chinatown,place-chncl,486,104,13,23:00:00,37,8,298,4301
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,72,16,13,00:00:00,6,1,59,4302
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,34,9,13,01:00:00,3,1,11,4303
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,7,4,13,02:00:00,1,0,6,4304
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,232,104,13,06:00:00,18,8,388,4305
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,200,86,13,07:00:00,15,7,341,4306
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,315,140,13,08:00:00,24,11,467,4307
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,475,171,13,09:00:00,37,13,624,4308
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,691,230,13,10:00:00,53,18,763,4309
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,707,279,13,11:00:00,54,21,884,4310
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,931,318,13,12:00:00,72,24,984,4311
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,883,330,13,13:00:00,68,25,939,4312
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,994,378,13,14:00:00,76,29,1107,4313
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,1163,366,13,15:00:00,89,28,1025,4314
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,930,324,13,16:00:00,72,25,910,4315
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,824,283,13,17:00:00,63,22,769,4316
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,547,265,13,18:00:00,42,20,643,4317
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,443,178,13,19:00:00,34,14,456,4318
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,208,126,13,20:00:00,16,10,300,4319
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,328,138,13,21:00:00,25,11,320,4320
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,251,60,13,22:00:00,19,5,230,4321
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Community College,place-ccmnl,209,29,13,23:00:00,16,2,138,4322
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,482,324,13,00:00:00,37,25,121,4323
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,144,80,13,01:00:00,11,6,29,4324
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,36,27,13,02:00:00,3,2,9,4325
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,0,0,13,03:00:00,0,0,0,4326
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,1,0,13,04:00:00,0,0,0,4327
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,2,0,13,05:00:00,0,0,0,4328
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,613,1758,13,06:00:00,47,135,419,4329
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,776,1634,13,07:00:00,60,126,398,4330
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,880,2042,13,08:00:00,68,157,471,4331
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,1168,2557,13,09:00:00,90,197,569,4332
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,1609,3320,13,10:00:00,124,255,719,4333
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,1795,3490,13,11:00:00,138,268,719,4334
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,2169,3802,13,12:00:00,167,292,795,4335
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,2805,3940,13,13:00:00,216,303,890,4336
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,3021,4619,13,14:00:00,232,355,998,4337
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,3397,4643,13,15:00:00,261,357,1021,4338
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,3446,4516,13,16:00:00,265,347,1012,4339
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,3372,3783,13,17:00:00,259,291,910,4340
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,2932,3167,13,18:00:00,226,244,843,4341
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,2703,2296,13,19:00:00,208,177,743,4342
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,2023,1737,13,20:00:00,156,134,583,4343
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,1605,1514,13,21:00:00,123,116,470,4344
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,1303,1085,13,22:00:00,100,83,369,4345
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Downtown Crossing,place-dwnxg,1064,749,13,23:00:00,82,58,269,4346
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Forest Hills,place-forhl,0,1159,13,00:00:00,0,89,0,4347
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Forest Hills,place-forhl,0,218,13,01:00:00,0,17,0,4348
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Forest Hills,place-forhl,0,45,13,02:00:00,0,3,0,4349
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Forest Hills,place-forhl,0,0,13,03:00:00,0,0,0,4350
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,617,229,13,06:00:00,47,18,407,4351
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,460,272,13,07:00:00,35,21,336,4352
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,444,437,13,08:00:00,34,34,439,4353
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,707,603,13,09:00:00,54,46,603,4354
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,819,978,13,10:00:00,63,75,758,4355
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1010,1027,13,11:00:00,78,79,800,4356
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1150,1089,13,12:00:00,88,84,910,4357
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1340,1085,13,13:00:00,103,83,875,4358
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1635,1280,13,14:00:00,126,98,1065,4359
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1663,1095,13,15:00:00,128,84,925,4360
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1662,947,13,16:00:00,128,73,947,4361
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1602,872,13,17:00:00,123,67,804,4362
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1380,728,13,18:00:00,106,56,809,4363
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1470,406,13,19:00:00,113,31,637,4364
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1241,254,13,20:00:00,95,20,489,4365
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,1021,218,13,21:00:00,79,17,402,4366
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,773,167,13,22:00:00,59,13,328,4367
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Haymarket,place-haecl,554,107,13,23:00:00,43,8,215,4368
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,32,481,13,00:00:00,2,37,116,4369
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,2,124,13,01:00:00,0,10,25,4370
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,1,26,13,02:00:00,0,2,5,4371
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,0,0,13,03:00:00,0,0,0,4372
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,0,0,13,04:00:00,0,0,0,4373
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,0,0,13,05:00:00,0,0,0,4374
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,68,163,13,06:00:00,5,13,88,4375
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,96,314,13,07:00:00,7,24,124,4376
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,124,312,13,08:00:00,10,24,116,4377
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,148,429,13,09:00:00,11,33,148,4378
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,163,640,13,10:00:00,13,49,190,4379
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,191,740,13,11:00:00,15,57,225,4380
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,211,944,13,12:00:00,16,73,288,4381
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,211,1172,13,13:00:00,16,90,326,4382
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,240,1321,13,14:00:00,18,102,384,4383
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,230,1492,13,15:00:00,18,115,449,4384
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,220,1621,13,16:00:00,17,125,475,4385
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,221,2026,13,17:00:00,17,156,544,4386
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,199,2011,13,18:00:00,15,155,516,4387
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,132,1774,13,19:00:00,10,136,417,4388
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,114,1654,13,20:00:00,9,127,397,4389
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,92,1406,13,21:00:00,7,108,318,4390
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,77,1401,13,22:00:00,6,108,269,4391
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Jackson Square,place-jaksn,41,997,13,23:00:00,3,77,220,4392
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Malden Center,place-mlmnl,112,16,13,00:00:00,9,1,18,4393
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Malden Center,place-mlmnl,21,8,13,01:00:00,2,1,4,4394
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Malden Center,place-mlmnl,7,3,13,02:00:00,1,0,1,4395
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Malden Center,place-mlmnl,0,0,13,05:00:00,0,0,0,4396
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Malden Center,place-mlmnl,2317,18,13,06:00:00,178,1,225,4397
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Malden Center,place-mlmnl,1726,25,13,07:00:00,133,2,169,4398
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Malden Center,place-mlmnl,2678,19,13,08:00:00,206,1,268,4399
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Malden Center,place-mlmnl,3524,57,13,09:00:00,271,4,372,4400
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,81,91,13,00:00:00,6,7,115,4401
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,44,43,13,01:00:00,3,3,48,4402
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,15,9,13,02:00:00,1,1,10,4403
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,0,0,13,03:00:00,0,0,0,4404
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,0,0,13,04:00:00,0,0,0,4405
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,0,0,13,05:00:00,0,0,0,4406
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,125,1150,13,06:00:00,10,88,295,4407
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,239,932,13,07:00:00,18,72,309,4408
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,283,1038,13,08:00:00,22,80,368,4409
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,301,1179,13,09:00:00,23,91,412,4410
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,450,1222,13,10:00:00,35,94,542,4411
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,471,1321,13,11:00:00,36,102,593,4412
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,586,1309,13,12:00:00,45,101,652,4413
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,639,1417,13,13:00:00,49,109,766,4414
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,688,1742,13,14:00:00,53,134,958,4415
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,792,1476,13,15:00:00,61,114,926,4416
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,673,1481,13,16:00:00,52,114,932,4417
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,622,1375,13,17:00:00,48,106,845,4418
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,480,1476,13,18:00:00,37,114,834,4419
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,524,936,13,19:00:00,40,72,709,4420
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,377,798,13,20:00:00,29,61,629,4421
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,428,590,13,21:00:00,33,45,527,4422
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,381,382,13,22:00:00,29,29,406,4423
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Tufts Medical Center,place-tumnl,304,232,13,23:00:00,23,18,304,4424
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,111,7,13,00:00:00,9,1,26,4425
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,20,4,13,01:00:00,2,0,5,4426
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,28,1,13,02:00:00,2,0,4,4427
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,0,0,13,05:00:00,0,0,0,4428
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,798,48,13,06:00:00,61,4,282,4429
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,886,52,13,07:00:00,68,4,233,4430
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,953,81,13,08:00:00,73,6,331,4431
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,1344,131,13,09:00:00,103,10,469,4432
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,1610,138,13,10:00:00,124,11,551,4433
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,1976,147,13,11:00:00,152,11,609,4434
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,1921,140,13,12:00:00,148,11,596,4435
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,1914,146,13,13:00:00,147,11,615,4436
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,1927,129,13,14:00:00,148,10,555,4437
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,1869,111,13,15:00:00,144,9,522,4438
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,1814,96,13,16:00:00,140,7,465,4439
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,1508,93,13,17:00:00,116,7,367,4440
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,1389,63,13,18:00:00,107,5,324,4441
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,731,59,13,19:00:00,56,5,200,4442
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,635,46,13,20:00:00,49,4,153,4443
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,454,44,13,21:00:00,35,3,133,4444
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,487,41,13,22:00:00,37,3,105,4445
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Wellington,place-welln,303,20,13,23:00:00,23,2,57,4446
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Alewife,place-alfcl,0,3264,49,00:00:00,0,67,0,4447
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Alewife,place-alfcl,0,772,49,01:00:00,0,16,0,4448
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Alewife,place-alfcl,0,199,49,02:00:00,0,4,0,4449
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Alewife,place-alfcl,0,0,49,03:00:00,0,0,0,4450
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,27258,0,49,06:00:00,556,0,556,4451
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,5640,9036,49,11:00:00,115,184,1056,4452
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,9716,4525,49,09:00:00,198,92,2525,4453
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,6087,9279,49,12:00:00,124,189,1144,4454
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,6457,10405,49,13:00:00,132,212,1252,4455
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,9494,12703,49,14:00:00,194,259,1526,4456
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,15382,12086,49,15:00:00,314,247,2032,4457
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,20730,11307,49,16:00:00,423,231,2694,4458
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,24341,8857,49,17:00:00,497,181,3406,4459
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,15151,7310,49,18:00:00,309,149,2343,4460
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,11489,4855,49,19:00:00,234,99,1554,4461
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,5477,3222,49,20:00:00,112,66,1008,4462
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,4042,3107,49,21:00:00,82,63,977,4463
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,3701,2457,49,22:00:00,76,50,827,4464
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,3431,1420,49,23:00:00,70,29,536,4465
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,73,3115,49,00:00:00,1,64,61,4466
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,6,926,49,01:00:00,0,19,15,4467
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,4,186,49,02:00:00,0,4,3,4468
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,0,0,49,03:00:00,0,0,0,4469
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,5015,2836,49,10:00:00,102,58,1456,4470
